genome_name	bgc_NRPS	bgc_RiPP-like	bgc_T1PKS	bgc_T3PKS	bgc_bacteriocin	bgc_betalactone	bgc_other	bgc_terpene	smorf	deeppeptide_Peptide	deeppeptide_Propeptide	batch
MASTER_WP4_FFoQSI_2__VB16-22__bin.17	0	0	0	0	0	0	2	1	10	19	24	2025-04-18-batch7
MASTER_WP4_FFoQSI_2__VB16-22__bin.19	0	0	0	0	0	0	0	1	3	17	28	2025-04-18-batch7
MASTER_WP4_FFoQSI_2__VB16-22__bin.2	0	0	0	0	0	0	1	1	11	20	23	2025-04-18-batch7
MASTER_WP4_FFoQSI_2__VB16-22__bin.23	0	0	0	0	0	0	2	0	12	40	51	2025-04-18-batch7
MASTER_WP4_FFoQSI_2__VB16-22__bin.5	0	2	0	0	0	1	4	0	9	25	24	2025-04-18-batch7
MASTER_WP4_FFoQSI_2__VB16-22__bin.6	0	0	0	0	0	0	1	0	11	13	14	2025-04-18-batch7
MASTER_WP4_FFoQSI_2__VB16-22__bin.7	0	1	0	1	0	1	2	1	8	4	7	2025-04-18-batch7
MASTER_WP4_FFoQSI_2__VB16-22__bin.8	0	2	0	0	0	0	1	0	14	32	38	2025-04-18-batch7
MASTER_WP4_FFoQSI_2__VB16-24__bin.1	0	2	0	0	0	0	0	0	16	33	50	2025-04-18-batch7
MASTER_WP4_FFoQSI_2__VB16-24__bin.4	0	2	0	0	0	0	0	0	6	27	27	2025-04-18-batch7
MASTER_WP4_FFoQSI_2__VB16-25__bin.3	0	2	0	0	0	0	0	0	10	20	26	2025-04-18-batch7
MASTER_WP4_FFoQSI_2__VB16-25__bin.4	0	1	0	0	0	0	0	0	13	25	48	2025-04-18-batch7
MASTER_WP4_FFoQSI_2__VB16-26__bin.1	0	2	0	0	0	0	0	0	16	34	44	2025-04-18-batch7
MASTER_WP4_FFoQSI_2__VB16-26__bin.2	0	2	0	0	0	0	0	0	10	21	21	2025-04-18-batch7
MASTER_WP4_FFoQSI_2__VB16-27__bin.1	0	0	0	0	0	0	0	0	18	8	17	2025-04-18-batch7
MASTER_WP4_FFoQSI_2__VB16-27__bin.6	0	1	0	0	0	0	1	0	4	25	25	2025-04-18-batch7
MASTER_WP4_FFoQSI_2__VB16-27__bin.7	0	0	0	0	0	0	0	0	4	3	4	2025-04-18-batch7
MASTER_WP4_FFoQSI_2__VB16-28__bin.10	0	0	0	1	0	0	0	0	9	24	30	2025-04-18-batch7
MASTER_WP4_FFoQSI_2__VB16-28__bin.11	1	2	0	0	0	0	6	0	11	27	32	2025-04-18-batch7
MASTER_WP4_FFoQSI_2__VB16-28__bin.4	0	0	0	0	0	0	0	0	10	10	24	2025-04-18-batch7
MASTER_WP4_FFoQSI_2__VB16-28__bin.8	0	0	0	0	0	0	0	0	8	4	6	2025-04-18-batch7
MASTER_WP4_FFoQSI_2__VB16-28__bin.9	0	0	0	0	0	0	0	0	5	7	7	2025-04-18-batch7
MASTER_WP4_FFoQSI_2__VB16-29__bin.10	0	0	0	1	0	1	2	0	10	20	18	2025-04-18-batch7
MASTER_WP4_FFoQSI_2__VB16-29__bin.13	0	0	0	2	0	0	3	1	12	23	20	2025-04-18-batch7
MASTER_WP4_FFoQSI_2__VB16-29__bin.18	0	0	0	0	0	0	1	0	6	18	24	2025-04-18-batch7
MASTER_WP4_FFoQSI_2__VB16-29__bin.19	0	0	1	1	0	0	1	2	9	18	27	2025-04-18-batch7
MASTER_WP4_FFoQSI_2__VB16-29__bin.20	1	0	1	1	0	0	0	1	11	30	35	2025-04-18-batch7
MASTER_WP4_FFoQSI_2__VB16-29__bin.21	0	0	0	1	0	0	0	0	5	27	28	2025-04-18-batch7
MASTER_WP4_FFoQSI_2__VB16-29__bin.23	0	1	1	0	0	0	3	2	8	14	15	2025-04-18-batch7
MASTER_WP4_FFoQSI_2__VB16-29__bin.3	1	0	0	1	0	0	2	0	10	17	21	2025-04-18-batch7
MASTER_WP4_FFoQSI_2__VB16-29__bin.4	0	0	0	0	0	0	1	0	5	13	13	2025-04-18-batch7
MASTER_WP4_FFoQSI_2__VB16-29__bin.5	0	1	0	0	0	0	3	1	8	30	17	2025-04-18-batch7
MASTER_WP4_FFoQSI_2__VB16-29__bin.7	0	0	0	0	0	0	1	0	6	39	37	2025-04-18-batch7
MASTER_WP4_FFoQSI_2__VB16-30__bin.1	0	1	0	0	0	0	3	2	10	13	14	2025-04-18-batch7
MASTER_WP4_FFoQSI_2__VB16-30__bin.11	0	1	0	2	0	0	3	0	11	40	50	2025-04-18-batch7
MASTER_WP4_FFoQSI_2__VB16-30__bin.14	0	0	0	0	0	0	3	0	8	20	15	2025-04-18-batch7
MASTER_WP4_FFoQSI_2__VB16-30__bin.15	0	0	0	2	0	0	3	0	12	29	27	2025-04-18-batch7
MASTER_WP4_FFoQSI_2__VB16-30__bin.16	0	1	0	1	0	0	1	1	11	38	29	2025-04-18-batch7
MASTER_WP4_FFoQSI_2__VB16-30__bin.17	0	0	0	1	0	1	1	0	8	22	17	2025-04-18-batch7
MASTER_WP4_FFoQSI_2__VB16-30__bin.18	1	0	1	1	0	0	0	2	7	19	23	2025-04-18-batch7
MASTER_WP4_FFoQSI_2__VB16-30__bin.19	0	0	0	0	0	0	1	0	8	14	16	2025-04-18-batch7
MASTER_WP4_FFoQSI_2__VB16-30__bin.20	0	0	0	0	0	0	1	0	1	8	13	2025-04-18-batch7
MASTER_WP4_FFoQSI_2__VB16-30__bin.22	0	0	1	1	0	0	1	2	12	20	22	2025-04-18-batch7
MASTER_WP4_FFoQSI_2__VB16-30__bin.24	0	0	0	2	0	0	4	0	12	28	30	2025-04-18-batch7
MASTER_WP4_FFoQSI_2__VB16-30__bin.25	0	0	0	0	0	0	0	1	8	23	35	2025-04-18-batch7
MASTER_WP4_FFoQSI_2__VB16-30__bin.26	0	0	0	0	0	0	1	0	6	8	11	2025-04-18-batch7
MASTER_WP4_FFoQSI_2__VB16-30__bin.27	0	1	0	1	0	0	0	1	7	19	19	2025-04-18-batch7
MASTER_WP4_FFoQSI_2__VB16-30__bin.3	0	0	0	1	0	1	0	0	9	22	22	2025-04-18-batch7
MASTER_WP4_FFoQSI_2__VB16-30__bin.30	2	1	0	0	0	0	3	1	8	39	24	2025-04-18-batch7
MASTER_WP4_FFoQSI_2__VB16-30__bin.31	0	0	0	0	0	0	1	0	6	11	15	2025-04-18-batch7
MASTER_WP4_FFoQSI_2__VB16-30__bin.4	0	0	1	0	0	0	1	0	13	18	24	2025-04-18-batch7
MASTER_WP4_FFoQSI_2__VB16-30__bin.5	0	0	0	0	0	0	0	1	9	15	31	2025-04-18-batch7
MASTER_WP4_FFoQSI_2__VB16-30__bin.6	1	1	0	1	0	1	4	2	9	18	19	2025-04-18-batch7
MASTER_WP4_FFoQSI_3__VB01-21__bin.1	0	2	0	0	0	0	3	0	15	33	49	2025-04-18-batch7
MASTER_WP4_FFoQSI_3__VB01-21__bin.2	0	0	0	0	0	0	1	0	11	17	20	2025-04-18-batch7
MASTER_WP4_FFoQSI_3__VB01-22__bin.2	0	0	0	0	0	0	0	0	9	24	20	2025-04-18-batch7
MASTER_WP4_FFoQSI_3__VB02-21__bin.1	0	0	0	0	0	0	1	0	10	15	12	2025-04-18-batch7
MASTER_WP4_FFoQSI_3__VB02-21__bin.10	0	1	0	0	0	0	3	0	17	29	34	2025-04-18-batch7
MASTER_WP4_FFoQSI_3__VB02-21__bin.2	0	1	0	1	0	0	0	0	8	19	29	2025-04-18-batch7
MASTER_WP4_FFoQSI_3__VB02-21__bin.8	0	1	0	1	0	0	0	0	12	19	20	2025-04-18-batch7
MASTER_WP4_FFoQSI_3__VB02-22__bin.3	0	1	0	0	0	0	2	0	7	36	24	2025-04-18-batch7
MASTER_WP4_FFoQSI_3__VB02-22__bin.4	0	2	0	0	0	0	2	0	12	52	54	2025-04-18-batch7
MASTER_WP4_FFoQSI_3__VB02-22__bin.6	0	3	0	1	0	1	0	0	11	29	45	2025-04-18-batch7
MASTER_WP4_FFoQSI_3__VB02-22__bin.7	1	0	0	1	0	1	0	1	7	9	13	2025-04-18-batch7
MASTER_WP4_FFoQSI_3__VB02-23__bin.3	0	0	0	0	0	0	0	0	13	0	0	2025-04-18-batch7
MASTER_WP4_FFoQSI_3__VB02-23__bin.9	0	0	0	0	0	0	1	0	8	13	12	2025-04-18-batch7
MASTER_WP4_FFoQSI_3__VB02-24__bin.6	1	0	0	0	0	0	0	0	16	36	56	2025-04-18-batch7
MASTER_WP4_FFoQSI_3__VB02-25__bin.6	0	0	0	0	0	0	0	0	13	35	48	2025-04-18-batch7
MASTER_WP4_FFoQSI_3__VB02-25__bin.8	0	1	0	1	0	0	0	0	15	19	22	2025-04-18-batch7
MASTER_WP4_FFoQSI_3__VB02-26__bin.1	0	0	0	1	0	0	0	0	12	19	20	2025-04-18-batch7
MASTER_WP4_FFoQSI_3__VB02-26__bin.2	0	0	0	0	0	0	0	0	11	25	44	2025-04-18-batch7
MASTER_WP4_FFoQSI_3__VB02-28__bin.1	0	0	0	1	0	0	0	0	3	1	2	2025-04-18-batch7
MASTER_WP4_FFoQSI_3__VB02-28__bin.10	0	2	0	0	0	0	0	0	11	17	28	2025-04-18-batch7
MASTER_WP4_FFoQSI_3__VB02-28__bin.12	0	0	0	0	0	0	1	0	9	15	16	2025-04-18-batch7
MASTER_WP4_FFoQSI_3__VB02-28__bin.16	0	0	0	1	0	0	0	0	10	16	27	2025-04-18-batch7
MASTER_WP4_FFoQSI_3__VB02-29__bin.11	1	0	1	1	0	0	0	2	11	14	32	2025-04-18-batch7
MASTER_WP4_FFoQSI_3__VB02-29__bin.13	0	1	0	0	0	0	0	0	5	24	31	2025-04-18-batch7
MASTER_WP4_FFoQSI_3__VB02-29__bin.17	0	1	0	1	0	0	4	0	19	50	48	2025-04-18-batch7
MASTER_WP4_FFoQSI_3__VB02-29__bin.19	1	0	0	1	0	0	2	1	7	18	24	2025-04-18-batch7
MASTER_WP4_FFoQSI_3__VB02-29__bin.20	1	2	0	0	0	0	2	0	5	20	22	2025-04-18-batch7
MASTER_WP4_FFoQSI_3__VB02-29__bin.21	0	1	1	0	0	0	3	2	11	17	19	2025-04-18-batch7
MASTER_WP4_FFoQSI_3__VB02-29__bin.22	0	0	0	0	0	0	0	0	5	25	49	2025-04-18-batch7
MASTER_WP4_FFoQSI_3__VB02-29__bin.24	0	0	0	1	0	0	0	0	9	12	16	2025-04-18-batch7
MASTER_WP4_FFoQSI_3__VB02-29__bin.28	0	0	0	1	0	0	2	1	7	32	31	2025-04-18-batch7
MASTER_WP4_FFoQSI_3__VB02-29__bin.3	0	1	1	0	0	1	1	0	7	19	16	2025-04-18-batch7
MASTER_WP4_FFoQSI_3__VB02-29__bin.30	0	0	0	1	0	0	0	0	7	25	21	2025-04-18-batch7
MASTER_WP4_FFoQSI_3__VB02-29__bin.31	0	0	0	0	0	1	0	0	7	12	22	2025-04-18-batch7
MASTER_WP4_FFoQSI_3__VB02-29__bin.33	0	0	0	0	0	0	0	1	9	14	30	2025-04-18-batch7
MASTER_WP4_FFoQSI_3__VB02-29__bin.34	0	0	0	1	0	0	0	0	8	21	33	2025-04-18-batch7
MASTER_WP4_FFoQSI_3__VB02-29__bin.36	0	0	0	0	0	1	0	0	1	4	8	2025-04-18-batch7
MASTER_WP4_FFoQSI_3__VB02-29__bin.38	1	0	0	1	0	1	5	1	15	16	21	2025-04-18-batch7
MASTER_WP4_FFoQSI_3__VB02-29__bin.41	0	0	0	1	0	0	3	1	15	30	49	2025-04-18-batch7
MASTER_WP4_FFoQSI_3__VB02-29__bin.44	0	2	0	0	0	0	5	0	18	30	62	2025-04-18-batch7
MASTER_WP4_FFoQSI_3__VB02-29__bin.9	0	1	0	0	0	0	1	0	6	9	14	2025-04-18-batch7
MASTER_WP4_FFoQSI_3__VB02-30__bin.11	1	0	1	1	0	0	1	2	8	16	33	2025-04-18-batch7
MASTER_WP4_FFoQSI_3__VB02-30__bin.13	0	0	0	0	0	0	1	0	5	9	16	2025-04-18-batch7
MASTER_WP4_FFoQSI_3__VB02-30__bin.15	0	0	0	1	0	0	1	1	8	21	34	2025-04-18-batch7
MASTER_WP4_FFoQSI_3__VB02-30__bin.19	0	0	0	0	0	1	0	0	5	19	21	2025-04-18-batch7
MASTER_WP4_FFoQSI_3__VB02-30__bin.22	0	0	0	1	0	1	1	0	2	7	10	2025-04-18-batch7
MASTER_WP4_FFoQSI_3__VB02-30__bin.23	0	0	0	1	0	0	0	0	8	21	29	2025-04-18-batch7
MASTER_WP4_FFoQSI_3__VB02-30__bin.24	0	1	0	0	0	0	5	0	17	35	65	2025-04-18-batch7
MASTER_WP4_FFoQSI_3__VB02-30__bin.26	0	1	0	0	0	1	2	1	2	5	10	2025-04-18-batch7
MASTER_WP4_FFoQSI_3__VB02-30__bin.27	0	0	0	0	0	0	0	0	6	20	22	2025-04-18-batch7
MASTER_WP4_FFoQSI_3__VB02-30__bin.3	0	2	0	0	0	0	4	1	5	20	23	2025-04-18-batch7
MASTER_WP4_FFoQSI_3__VB02-30__bin.30	1	0	1	1	0	0	1	1	11	19	25	2025-04-18-batch7
MASTER_WP4_FFoQSI_3__VB02-30__bin.31	0	1	1	0	0	1	2	0	7	20	21	2025-04-18-batch7
MASTER_WP4_FFoQSI_3__VB02-30__bin.32	0	1	1	0	0	0	3	3	10	18	17	2025-04-18-batch7
MASTER_WP4_FFoQSI_3__VB02-30__bin.35	0	0	0	1	0	0	1	1	8	16	27	2025-04-18-batch7
MASTER_WP4_FFoQSI_3__VB02-30__bin.37	0	0	0	1	0	0	2	0	9	27	32	2025-04-18-batch7
MASTER_WP4_FFoQSI_3__VB02-30__bin.40	0	0	0	0	0	0	0	1	6	13	19	2025-04-18-batch7
MASTER_WP4_FFoQSI_3__VB02-30__bin.45	0	1	0	1	0	1	0	0	10	22	25	2025-04-18-batch7
MASTER_WP4_FFoQSI_3__VB02-30__bin.5	0	1	0	0	0	0	1	0	16	26	40	2025-04-18-batch7
MASTER_WP4_FFoQSI_3__VB02-30__bin.6	0	0	0	2	0	0	3	1	13	46	46	2025-04-18-batch7
MASTER_WP4_FFoQSI_3__VB02-30__bin.8	2	0	0	1	0	0	2	0	12	12	14	2025-04-18-batch7
MASTER_WP4_FFoQSI_3__VB02-30__bin.9	0	0	0	1	0	0	0	0	8	16	10	2025-04-18-batch7
MASTER_WP4_FFoQSI_3__VB04-30__bin.10	9	3	4	1	0	0	13	3	25	47	52	2025-04-18-batch7
MASTER_WP4_FFoQSI_3__VB04-30__bin.11	0	0	0	0	0	0	1	0	4	25	20	2025-04-18-batch7
MASTER_WP4_FFoQSI_3__VB04-30__bin.15	0	1	0	0	0	0	3	3	10	15	23	2025-04-18-batch7
MASTER_WP4_FFoQSI_3__VB04-30__bin.16	0	0	0	0	0	1	0	0	1	3	8	2025-04-18-batch7
MASTER_WP4_FFoQSI_3__VB04-30__bin.17	0	0	1	1	0	0	1	2	10	18	24	2025-04-18-batch7
MASTER_WP4_FFoQSI_3__VB04-30__bin.21	0	0	0	2	0	0	0	1	6	24	34	2025-04-18-batch7
MASTER_WP4_FFoQSI_3__VB04-30__bin.23	0	0	0	1	0	1	0	0	8	18	18	2025-04-18-batch7
MASTER_WP4_FFoQSI_3__VB04-30__bin.24	0	2	0	0	0	0	6	0	6	25	26	2025-04-18-batch7
MASTER_WP4_FFoQSI_3__VB04-30__bin.26	0	1	0	0	0	0	4	1	8	8	15	2025-04-18-batch7
MASTER_WP4_FFoQSI_3__VB04-30__bin.28	0	0	0	0	0	0	0	1	8	12	22	2025-04-18-batch7
MASTER_WP4_FFoQSI_3__VB04-30__bin.29	0	0	0	1	0	1	4	1	11	8	17	2025-04-18-batch7
MASTER_WP4_FFoQSI_3__VB04-30__bin.30	0	0	0	1	0	0	0	0	5	17	15	2025-04-18-batch7
MASTER_WP4_FFoQSI_3__VB04-30__bin.34	0	1	0	1	0	0	2	1	8	15	23	2025-04-18-batch7
MASTER_WP4_FFoQSI_3__VB04-30__bin.40	0	0	0	0	0	1	0	0	4	8	19	2025-04-18-batch7
MASTER_WP4_FFoQSI_3__VB04-30__bin.42	0	0	0	0	0	0	1	0	4	23	29	2025-04-18-batch7
MASTER_WP4_FFoQSI_3__VB04-30__bin.45	0	0	0	0	0	1	3	0	7	11	26	2025-04-18-batch7
MASTER_WP4_FFoQSI_3__VB04-30__bin.5	0	1	0	1	0	0	3	1	15	22	39	2025-04-18-batch7
MASTER_WP4_FFoQSI_3__VB04-30__bin.7	0	0	0	2	0	1	1	0	6	20	21	2025-04-18-batch7
MASTER_WP4_FFoQSI_3__VB04-30__bin.9	0	0	1	0	0	0	2	2	12	27	24	2025-04-18-batch7
MASTER_WP4_FFoQSI_3__VB07-21__bin.3	0	0	0	0	0	0	0	1	4	11	14	2025-04-18-batch7
MASTER_WP4_FFoQSI_3__VB07-21__bin.4	0	1	0	0	0	0	1	0	17	42	37	2025-04-18-batch7
MASTER_WP4_FFoQSI_3__VB07-22__bin.11	0	0	0	1	0	0	2	1	7	21	30	2025-04-18-batch7
MASTER_WP4_FFoQSI_3__VB07-22__bin.12	0	1	1	0	0	0	3	0	8	17	19	2025-04-18-batch7
MASTER_WP4_FFoQSI_3__VB07-22__bin.13	1	1	0	0	0	0	1	0	17	33	50	2025-04-18-batch7
MASTER_WP4_FFoQSI_3__VB07-22__bin.17	0	0	0	0	0	0	2	1	9	18	25	2025-04-18-batch7
MASTER_WP4_FFoQSI_3__VB07-22__bin.2	0	0	0	0	0	0	0	1	9	17	13	2025-04-18-batch7
MASTER_WP4_FFoQSI_3__VB07-22__bin.24	0	0	0	0	0	0	1	0	9	13	16	2025-04-18-batch7
MASTER_WP4_FFoQSI_3__VB07-22__bin.6	0	0	0	0	0	0	0	0	4	36	22	2025-04-18-batch7
MASTER_WP4_FFoQSI_3__VB07-22__bin.8	0	0	0	1	0	1	1	1	11	21	29	2025-04-18-batch7
MASTER_WP4_FFoQSI_3__VB07-23__bin.4	0	0	0	0	0	0	0	0	3	2	4	2025-04-18-batch7
MASTER_WP4_FFoQSI_3__VB07-24__bin.4	0	1	0	0	0	0	0	0	11	22	23	2025-04-18-batch7
MASTER_WP4_FFoQSI_3__VB07-25__bin.1	1	0	0	0	0	0	6	0	10	46	63	2025-04-18-batch7
MASTER_WP4_FFoQSI_3__VB07-25__bin.3	0	3	0	0	0	0	1	0	11	19	30	2025-04-18-batch7
MASTER_WP4_FFoQSI_3__VB07-25__bin.5	0	0	0	0	0	0	0	0	4	4	4	2025-04-18-batch7
MASTER_WP4_FFoQSI_3__VB07-26__bin.7	0	0	0	0	0	0	0	0	4	3	4	2025-04-18-batch7
MASTER_WP4_FFoQSI_3__VB07-29__bin.10	0	0	0	0	0	0	0	1	7	23	32	2025-04-18-batch7
MASTER_WP4_FFoQSI_3__VB07-29__bin.11	0	1	1	0	0	0	3	3	9	22	16	2025-04-18-batch7
MASTER_WP4_FFoQSI_3__VB07-29__bin.12	0	0	0	1	0	1	2	0	2	10	19	2025-04-18-batch7
MASTER_WP4_FFoQSI_3__VB07-29__bin.13	0	3	0	0	0	0	4	1	13	27	26	2025-04-18-batch7
MASTER_WP4_FFoQSI_3__VB07-29__bin.15	0	0	1	1	0	0	1	2	8	21	29	2025-04-18-batch7
MASTER_WP4_FFoQSI_3__VB07-29__bin.19	0	0	1	0	0	0	1	1	9	23	19	2025-04-18-batch7
MASTER_WP4_FFoQSI_3__VB07-29__bin.21	0	1	0	0	0	0	1	0	6	15	17	2025-04-18-batch7
MASTER_WP4_FFoQSI_3__VB07-29__bin.25	0	0	0	1	0	1	2	0	6	24	19	2025-04-18-batch7
MASTER_WP4_FFoQSI_3__VB07-29__bin.26	1	0	0	2	0	0	2	1	15	41	35	2025-04-18-batch7
MASTER_WP4_FFoQSI_3__VB07-29__bin.6	0	0	0	1	0	0	1	0	10	29	24	2025-04-18-batch7
MASTER_WP4_FFoQSI_3__VB07-29__bin.7	0	1	0	2	0	1	3	0	5	18	16	2025-04-18-batch7
MASTER_WP4_FFoQSI_3__VB07-29__bin.8	0	1	1	0	0	1	4	0	7	20	16	2025-04-18-batch7
MASTER_WP4_FFoQSI_3__VB07-30__bin.1	0	2	0	0	0	2	2	0	6	26	17	2025-04-18-batch7
MASTER_WP4_FFoQSI_3__VB07-30__bin.10	0	1	1	0	0	0	2	3	9	9	14	2025-04-18-batch7
MASTER_WP4_FFoQSI_3__VB07-30__bin.14	0	0	0	2	0	1	1	0	3	14	8	2025-04-18-batch7
MASTER_WP4_FFoQSI_3__VB07-30__bin.18	0	0	0	0	0	0	1	0	6	16	14	2025-04-18-batch7
MASTER_WP4_FFoQSI_3__VB07-30__bin.20	0	0	0	0	0	1	4	0	5	28	27	2025-04-18-batch7
MASTER_WP4_FFoQSI_3__VB07-30__bin.23	0	0	0	1	0	0	1	0	5	16	18	2025-04-18-batch7
MASTER_WP4_FFoQSI_3__VB07-30__bin.24	0	0	0	1	0	0	1	0	2	7	9	2025-04-18-batch7
MASTER_WP4_FFoQSI_3__VB07-30__bin.25	0	0	0	0	0	0	0	1	6	10	20	2025-04-18-batch7
MASTER_WP4_FFoQSI_3__VB07-30__bin.29	0	0	0	0	0	0	1	0	7	25	20	2025-04-18-batch7
MASTER_WP4_FFoQSI_3__VB07-30__bin.30	1	1	0	1	0	0	3	2	23	38	60	2025-04-18-batch7
MASTER_WP4_FFoQSI_3__VB07-30__bin.31	0	0	0	2	0	0	2	1	15	35	26	2025-04-18-batch7
MASTER_WP4_FFoQSI_3__VB07-30__bin.32	0	0	0	1	0	0	0	0	8	15	25	2025-04-18-batch7
MASTER_WP4_FFoQSI_3__VB07-30__bin.34	1	4	0	0	0	0	2	1	6	17	23	2025-04-18-batch7
MASTER_WP4_FFoQSI_3__VB07-30__bin.36	0	0	0	1	0	0	0	2	9	14	28	2025-04-18-batch7
MASTER_WP4_FFoQSI_3__VB07-30__bin.38	0	0	0	0	0	0	0	1	8	12	33	2025-04-18-batch7
MASTER_WP4_FFoQSI_3__VB07-30__bin.39	0	1	0	0	0	0	2	0	8	20	18	2025-04-18-batch7
MASTER_WP4_FFoQSI_3__VB07-30__bin.41	0	1	0	0	0	0	6	0	18	32	69	2025-04-18-batch7
MASTER_WP4_FFoQSI_3__VB07-30__bin.42	0	0	0	0	0	1	1	0	5	13	27	2025-04-18-batch7
MASTER_WP4_FFoQSI_3__VB07-30__bin.45	0	1	0	0	0	0	5	0	7	24	15	2025-04-18-batch7
MASTER_WP4_FFoQSI_3__VB07-30__bin.46	0	1	0	1	0	0	1	1	6	18	15	2025-04-18-batch7
MASTER_WP4_FFoQSI_3__VB07-30__bin.6	0	0	0	1	0	1	1	0	7	19	20	2025-04-18-batch7
MASTER_WP4_FFoQSI_3__VB08-29__bin.12	0	0	0	0	0	1	0	0	5	14	27	2025-04-18-batch7
MASTER_WP4_FFoQSI_3__VB08-29__bin.18	0	0	0	1	0	1	1	0	6	22	24	2025-04-18-batch7
MASTER_WP4_FFoQSI_3__VB08-29__bin.19	1	1	0	1	0	1	4	1	12	11	16	2025-04-18-batch7
MASTER_WP4_FFoQSI_3__VB08-29__bin.20	0	2	0	0	0	1	2	0	7	28	23	2025-04-18-batch7
MASTER_WP4_FFoQSI_3__VB08-29__bin.30	0	0	0	2	0	1	3	0	4	34	25	2025-04-18-batch7
MASTER_WP4_FFoQSI_3__VB08-29__bin.31	0	0	1	1	0	0	0	2	13	16	26	2025-04-18-batch7
MASTER_WP4_FFoQSI_3__VB08-29__bin.32	1	1	1	0	0	0	4	2	11	14	13	2025-04-18-batch7
MASTER_WP4_FFoQSI_3__VB08-29__bin.35	0	0	0	2	0	0	2	0	13	23	32	2025-04-18-batch7
MASTER_WP4_FFoQSI_3__VB08-29__bin.37	0	0	1	0	0	0	1	1	11	20	24	2025-04-18-batch7
MASTER_WP4_FFoQSI_3__VB08-29__bin.49	0	0	0	0	0	0	2	2	15	32	38	2025-04-18-batch7
MASTER_WP4_FFoQSI_3__VB08-29__bin.51	0	1	0	0	0	0	1	0	5	14	22	2025-04-18-batch7
MASTER_WP4_FFoQSI_3__VB08-29__bin.52	0	0	0	2	0	0	0	0	8	22	15	2025-04-18-batch7
MASTER_WP4_FFoQSI_3__VB08-29__bin.54	0	0	0	1	0	0	1	0	2	13	11	2025-04-18-batch7
MASTER_WP4_FFoQSI_3__VB08-29__bin.55	14	1	1	0	0	0	9	3	14	40	33	2025-04-18-batch7
MASTER_WP4_FFoQSI_3__VB08-29__bin.57	0	0	0	0	0	0	0	1	12	24	34	2025-04-18-batch7
MASTER_WP4_FFoQSI_3__VB08-29__bin.7	0	2	0	1	0	0	2	1	12	26	27	2025-04-18-batch7
MASTER_WP4_FFoQSI_3__VB08-29__bin.8	1	1	0	1	0	0	3	1	21	36	50	2025-04-18-batch7
MASTER_WP4_FFoQSI_3__VB08-29__bin.9	0	0	0	1	0	1	2	0	5	10	14	2025-04-18-batch7
MASTER_WP4_FFoQSI_3__VB09-21__bin.1	0	3	0	0	0	0	0	0	12	24	37	2025-04-18-batch7
MASTER_WP4_FFoQSI_3__VB09-21__bin.8	0	0	0	0	0	0	1	0	12	18	21	2025-04-18-batch7
MASTER_WP4_FFoQSI_3__VB09-23__bin.11	0	0	0	1	0	0	0	0	15	12	18	2025-04-18-batch7
MASTER_WP4_FFoQSI_3__VB09-23__bin.6	0	0	0	0	0	0	1	0	10	13	12	2025-04-18-batch7
MASTER_WP4_FFoQSI_3__VB09-23__bin.8	0	1	0	1	0	0	1	0	9	20	34	2025-04-18-batch7
MASTER_WP4_FFoQSI_3__VB09-24__bin.4	0	0	0	1	0	0	0	0	14	16	15	2025-04-18-batch7
MASTER_WP4_FFoQSI_3__VB09-25__bin.3	0	0	0	1	0	0	0	0	15	15	18	2025-04-18-batch7
MASTER_WP4_FFoQSI_3__VB09-26__bin.4	0	1	0	1	0	0	0	0	15	13	17	2025-04-18-batch7
MASTER_WP4_FFoQSI_3__VB09-27__bin.1	0	0	0	0	0	0	1	0	8	27	19	2025-04-18-batch7
MASTER_WP4_FFoQSI_3__VB09-27__bin.3	0	2	0	0	0	0	0	0	13	29	38	2025-04-18-batch7
MASTER_WP4_FFoQSI_3__VB09-27__bin.4	0	0	0	1	0	0	0	0	14	18	31	2025-04-18-batch7
MASTER_WP4_FFoQSI_3__VB09-27__bin.5	0	1	0	0	0	0	3	0	15	21	34	2025-04-18-batch7
MASTER_WP4_FFoQSI_3__VB09-29__bin.1	0	0	0	1	0	0	0	0	7	22	25	2025-04-18-batch7
MASTER_WP4_FFoQSI_3__VB09-29__bin.14	0	0	0	0	0	0	0	0	5	22	15	2025-04-18-batch7
MASTER_WP4_FFoQSI_3__VB09-29__bin.17	0	0	0	1	0	0	1	0	8	22	30	2025-04-18-batch7
MASTER_WP4_FFoQSI_3__VB09-29__bin.18	0	0	0	0	0	0	0	0	9	20	35	2025-04-18-batch7
MASTER_WP4_FFoQSI_3__VB09-29__bin.19	1	0	0	1	0	1	4	1	12	30	22	2025-04-18-batch7
MASTER_WP4_FFoQSI_3__VB09-29__bin.23	0	0	0	0	0	1	0	0	4	9	21	2025-04-18-batch7
MASTER_WP4_FFoQSI_3__VB09-29__bin.24	0	0	0	0	0	1	4	0	7	22	29	2025-04-18-batch7
MASTER_WP4_FFoQSI_3__VB09-29__bin.26	0	0	0	1	0	0	1	0	2	10	17	2025-04-18-batch7
MASTER_WP4_FFoQSI_3__VB09-29__bin.27	0	0	0	0	0	0	0	1	7	18	37	2025-04-18-batch7
MASTER_WP4_FFoQSI_3__VB09-29__bin.28	0	0	0	0	0	1	0	0	6	18	25	2025-04-18-batch7
MASTER_WP4_FFoQSI_3__VB09-29__bin.32	1	1	1	0	0	0	3	2	9	14	20	2025-04-18-batch7
